Data;Area provenienza;Area Arrivo;Numero di visitatori
2020-08-04;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);213
2020-08-04;Via San Giacomo;Palazzo Poggi;0
2020-08-04;Via Del Guasto;Via San Giacomo;135
2020-08-04;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-08-04;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-08-04;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2020-08-05;Porta San Donato;Piazza Scaravilli;26
2020-08-05;Porta San Donato;Palazzo Poggi;143
2020-08-05;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-08-05;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-08-05;Palazzo Poggi;Porta San Donato;181
2020-08-05;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-08-05;Piazza Verdi;Via San Giacomo;0
2020-08-06;Via San Giacomo;Piazza Scaravilli;0
2020-08-06;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-08-06;Piazza Scaravilli;Piazza Verdi;148
2020-08-06;Piazza Verdi;Piazza Scaravilli;83
2020-08-06;Facoltà Di Giurisprudenza;Porta San Donato;0
2020-08-06;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2020-08-06;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2020-09-20;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;493
2020-09-21;Porta San Donato;Piazza Verdi;281
2020-09-21;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);171
2020-09-22;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);422
2020-09-22;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-09-22;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-09-22;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-09-22;Via San Giacomo;Piazza Scaravilli;7405
2020-09-22;Via San Giacomo;Via Del Guasto;651
2020-09-22;Piazza Scaravilli;Porta San Donato;633
2020-09-22;Palazzo Poggi;Porta San Donato;671
2020-09-22;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2020-09-22;Via Del Guasto;Palazzo Poggi;309
2020-09-22;Via Del Guasto;Facoltà Di Giurisprudenza;560
2020-09-22;Piazza Verdi;Via Del Guasto;1406
2020-09-22;Piazza Verdi;Facoltà Di Giurisprudenza;3671
2020-09-22;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);375
2020-09-22;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);2277
2020-09-22;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;1484
2020-09-22;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;455
2020-09-22;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;782
2020-09-22;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2020-09-23;Porta San Donato;Via San Giacomo;1121
2020-09-23;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);528
2020-09-23;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-09-23;Via San Giacomo;Facoltà Di Giurisprudenza;740
2020-09-23;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);831
2020-09-23;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);196
2020-09-23;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);82
2020-09-23;Palazzo Poggi;Piazza Scaravilli;0
2020-09-23;Palazzo Poggi;Piazza Verdi;1662
2020-09-23;Palazzo Poggi;Facoltà Di Giurisprudenza;684
2020-09-23;Via Del Guasto;Piazza Scaravilli;414
2020-09-23;Via Del Guasto;Facoltà Di Giurisprudenza;648
2020-09-23;Facoltà Di Giurisprudenza;Palazzo Poggi;203
2020-09-23;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;0
2020-09-23;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;2056
2020-09-23;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;1080
2020-09-23;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;3117
2020-09-23;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;0
2020-09-24;Porta San Donato;Palazzo Poggi;0
2020-09-24;Porta San Donato;Via Del Guasto;120
2020-09-24;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);482
2020-09-24;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-09-24;Via San Giacomo;Porta San Donato;152
2020-09-24;Via San Giacomo;Via Del Guasto;681
2020-09-24;Via San Giacomo;Facoltà Di Giurisprudenza;731
2020-09-24;Piazza Scaravilli;Piazza Verdi;491
2020-09-24;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);95
2020-09-24;Piazza Verdi;Palazzo Poggi;604
2020-09-25;Porta San Donato;Palazzo Poggi;346
2020-09-25;Porta San Donato;Via Del Guasto;118
2020-09-25;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);386
2020-09-25;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-09-25;Via San Giacomo;Piazza Verdi;1530
2020-09-25;Palazzo Poggi;Piazza Verdi;1646
2020-09-25;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);141
2020-09-25;Facoltà Di Giurisprudenza;Via Del Guasto;366
2020-09-25;Facoltà Di Giurisprudenza;Piazza Verdi;1139
2020-09-25;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-09-25;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;56
2020-09-26;Porta San Donato;Piazza Verdi;607
2020-09-26;Piazza Scaravilli;Porta San Donato;858
2020-09-28;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-09-28;Palazzo Poggi;Piazza Verdi;0
2020-09-28;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-09-29;Via Del Guasto;Porta San Donato;237
2020-09-29;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-09-30;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-09-30;Palazzo Poggi;Via San Giacomo;2970
2020-09-30;Facoltà Di Giurisprudenza;Via Del Guasto;718
2020-09-30;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);3612
2020-09-30;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-09-30;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2020-10-01;Porta San Donato;Piazza Verdi;470
2020-10-01;Palazzo Poggi;Piazza Verdi;1837
2020-10-01;Via Del Guasto;Palazzo Poggi;351
2020-10-02;Porta San Donato;Facoltà Di Giurisprudenza;0
2020-10-02;Palazzo Poggi;Facoltà Di Giurisprudenza;623
2020-10-02;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);9379
2020-10-02;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-04;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);3582
2020-10-04;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;56
2020-10-05;Palazzo Poggi;Via San Giacomo;3051
2020-10-05;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;1997
2020-10-06;Porta San Donato;Piazza Verdi;451
2020-10-06;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2020-10-09;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;712
2020-10-10;Porta San Donato;Palazzo Poggi;106
2020-10-10;Piazza Scaravilli;Via Del Guasto;525
2020-10-10;Via Del Guasto;Piazza Verdi;1890
2020-10-11;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-10-11;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-10-11;Palazzo Poggi;Facoltà Di Giurisprudenza;0
2020-10-11;Piazza Verdi;Palazzo Poggi;0
2020-10-11;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-10-11;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);6120
2020-10-11;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-11;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;0
2020-10-12;Facoltà Di Giurisprudenza;Palazzo Poggi;178
2020-10-13;Via San Giacomo;Palazzo Poggi;5316
2020-10-13;Piazza Scaravilli;Porta San Donato;647
2020-10-13;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);7643
2020-10-14;Porta San Donato;Via San Giacomo;0
2020-10-14;Porta San Donato;Palazzo Poggi;390
2020-10-14;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-10-14;Palazzo Poggi;Piazza Verdi;1461
2020-10-14;Palazzo Poggi;Facoltà Di Giurisprudenza;559
2020-10-14;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);145
2020-10-14;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-10-14;Via Del Guasto;Piazza Scaravilli;301
2020-10-14;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);135
2020-10-14;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-10-14;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;454
2020-10-15;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-10-15;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-10-15;Piazza Scaravilli;Piazza Verdi;430
2020-10-15;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-10-15;Palazzo Poggi;Facoltà Di Giurisprudenza;659
2020-10-15;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);3135
2020-10-15;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-16;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-10-16;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);270
2020-10-16;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-10-16;Via Del Guasto;Palazzo Poggi;228
2020-10-16;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-10-17;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-10-17;Piazza Verdi;Facoltà Di Giurisprudenza;1277
2020-10-17;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;124
2020-10-17;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2020-10-18;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);244
2020-10-18;Piazza Scaravilli;Palazzo Poggi;0
2020-10-18;Via Del Guasto;Piazza Verdi;1626
2020-10-18;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);0
2020-10-18;Piazza Verdi;Porta San Donato;336
2020-10-18;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;44
2020-10-19;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-10-19;Porta San Donato;Via San Giacomo;975
2020-10-19;Porta San Donato;Via Del Guasto;123
2020-10-19;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-10-19;Via San Giacomo;Via Del Guasto;543
2020-10-19;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);1571
2020-10-19;Facoltà Di Giurisprudenza;Palazzo Poggi;155
2020-10-19;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;531
2020-10-19;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);2310
2020-10-19;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;117
2020-10-20;Porta San Donato;Via San Giacomo;1063
2020-10-20;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-10-20;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-10-20;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2020-10-20;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-10-20;Piazza Scaravilli;Via Del Guasto;286
2020-10-20;Palazzo Poggi;Piazza Verdi;1335
2020-10-20;Via Del Guasto;Piazza Scaravilli;402
2020-10-20;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);594
2020-10-20;Piazza Verdi;Via Del Guasto;1447
2020-10-20;Facoltà Di Giurisprudenza;Via San Giacomo;563
2020-10-20;Facoltà Di Giurisprudenza;Piazza Scaravilli;114
2020-10-20;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;676
2020-10-20;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;2620
2020-10-21;Porta San Donato;Via Del Guasto;136
2020-10-21;Via San Giacomo;Via Del Guasto;1238
2020-10-21;Via San Giacomo;Piazza Verdi;1770
2020-10-21;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);231
2020-10-21;Palazzo Poggi;Via Del Guasto;10
2020-10-21;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-10-21;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;6
2020-10-21;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;116
2020-10-21;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;2752
2020-10-22;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);429
2020-10-22;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-10-22;Piazza Scaravilli;Piazza Verdi;498
2020-10-22;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-10-22;Via Del Guasto;Piazza Scaravilli;362
2020-10-22;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);595
2020-10-22;Piazza Verdi;Facoltà Di Giurisprudenza;3459
2020-10-22;Facoltà Di Giurisprudenza;Piazza Scaravilli;141
2020-10-22;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;490
2020-10-22;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;2445
2020-10-22;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-22;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;427
2020-10-22;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;694
2020-10-23;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-10-23;Piazza Scaravilli;Palazzo Poggi;4184
2020-10-23;Palazzo Poggi;Piazza Verdi;1401
2020-10-23;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-10-23;Piazza Verdi;Piazza Scaravilli;199
2020-10-23;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);7520
2020-10-23;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;567
2020-10-23;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-24;Porta San Donato;Via Del Guasto;126
2020-10-24;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-10-24;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-10-24;Via San Giacomo;Palazzo Poggi;1031
2020-10-24;Piazza Scaravilli;Porta San Donato;819
2020-10-24;Palazzo Poggi;Facoltà Di Giurisprudenza;177
2020-10-24;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-10-24;Via Del Guasto;Piazza Verdi;2038
2020-10-24;Facoltà Di Giurisprudenza;Via San Giacomo;639
2020-10-24;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-10-25;Porta San Donato;Palazzo Poggi;0
2020-10-25;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);386
2020-10-25;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);945
2020-10-25;Piazza Scaravilli;Via San Giacomo;481
2020-10-25;Piazza Scaravilli;Via Del Guasto;321
2020-10-25;Piazza Scaravilli;Facoltà Di Giurisprudenza;295
2020-10-25;Via Del Guasto;Porta San Donato;162
2020-10-25;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-10-25;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;698
2020-10-25;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;2100
2020-10-25;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;105
2020-10-26;Porta San Donato;Palazzo Poggi;304
2020-10-26;Porta San Donato;Facoltà Di Giurisprudenza;153
2020-10-26;Piazza Scaravilli;Porta San Donato;428
2020-10-26;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-10-26;Piazza Scaravilli;Via Del Guasto;251
2020-10-26;Palazzo Poggi;Via San Giacomo;1872
2020-10-26;Palazzo Poggi;Piazza Scaravilli;1452
2020-10-26;Via Del Guasto;Via San Giacomo;518
2020-10-26;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);117
2020-10-26;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;528
2020-10-26;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;45
2020-10-27;Porta San Donato;Via San Giacomo;780
2020-10-27;Porta San Donato;Piazza Scaravilli;125
2020-10-27;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-10-27;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-10-27;Via San Giacomo;Piazza Scaravilli;5215
2020-10-27;Via San Giacomo;Palazzo Poggi;3897
2020-10-27;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);114
2020-10-27;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-10-27;Via Del Guasto;Palazzo Poggi;221
2020-10-27;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);106
2020-10-27;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-10-27;Piazza Verdi;Facoltà Di Giurisprudenza;2630
2020-10-27;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;564
2020-10-27;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;2138
2020-10-28;Via San Giacomo;Facoltà Di Giurisprudenza;402
2020-10-28;Via Del Guasto;Porta San Donato;144
2020-10-28;Via Del Guasto;Piazza Verdi;2048
2020-10-28;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;77
2020-10-29;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);361
2020-10-29;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-10-29;Piazza Scaravilli;Via Del Guasto;178
2020-10-29;Facoltà Di Giurisprudenza;Via San Giacomo;463
2020-10-29;Facoltà Di Giurisprudenza;Palazzo Poggi;138
2020-10-30;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-10-30;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);522
2020-10-30;Palazzo Poggi;Facoltà Di Giurisprudenza;434
2020-10-30;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);2913
2020-10-30;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;590
2020-10-31;Porta San Donato;Facoltà Di Giurisprudenza;246
2020-10-31;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-10-31;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-10-31;Via San Giacomo;Porta San Donato;197
2020-10-31;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);649
2020-10-31;Via Del Guasto;Facoltà Di Giurisprudenza;353
2020-10-31;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);276
2020-10-31;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);577
2020-11-01;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-11-01;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-11-02;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);321
2020-11-02;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);31
2020-11-02;Via Del Guasto;Via San Giacomo;426
2020-11-02;Via Del Guasto;Piazza Scaravilli;249
2020-11-02;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);214
2020-11-02;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-11-02;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-11-03;Porta San Donato;Piazza Verdi;250
2020-11-03;Facoltà Di Giurisprudenza;Piazza Verdi;558
2020-11-04;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-11-04;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);108
2020-11-04;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-11-04;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;293
2020-11-04;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;1538
2020-11-04;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;345
2020-11-05;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-11-05;Via San Giacomo;Piazza Verdi;976
2020-11-05;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);87
2020-11-06;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-11-06;Porta San Donato;Piazza Verdi;220
2020-11-06;Via Del Guasto;Piazza Verdi;1734
2020-11-07;Via San Giacomo;Porta San Donato;125
2020-11-07;Via Del Guasto;Piazza Verdi;1259
2020-11-07;Facoltà Di Giurisprudenza;Piazza Scaravilli;49
2020-11-07;Facoltà Di Giurisprudenza;Piazza Verdi;495
2020-11-08;Piazza Verdi;Piazza Scaravilli;108
2020-11-09;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-11-09;Facoltà Di Giurisprudenza;Porta San Donato;99
2020-11-09;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);3919
2020-11-10;Porta San Donato;Palazzo Poggi;261
2020-11-12;Porta San Donato;Via San Giacomo;635
2020-11-12;Porta San Donato;Facoltà Di Giurisprudenza;136
2020-11-12;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2020-11-12;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;542
2020-11-13;Palazzo Poggi;Via San Giacomo;1112
2020-11-14;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-11-14;Piazza Verdi;Via Del Guasto;685
2020-11-14;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;231
2020-11-14;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;521
2020-11-15;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);130
2020-11-15;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2020-11-15;Piazza Verdi;Via San Giacomo;522
2020-11-15;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);87
2020-11-15;Facoltà Di Giurisprudenza;Palazzo Poggi;0
2020-11-15;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;193
2020-11-15;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;12
2020-11-15;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;517
2020-11-17;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-11-17;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;293
2020-11-17;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;60
2020-11-17;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;1339
2020-11-18;Porta San Donato;Via San Giacomo;575
2020-11-20;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);3176
2020-11-20;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);491
2020-11-21;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);1328
2020-11-21;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-11-22;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2020-11-23;Via San Giacomo;Facoltà Di Giurisprudenza;285
2020-11-23;Piazza Scaravilli;Palazzo Poggi;2470
2020-11-23;Palazzo Poggi;Piazza Scaravilli;873
2020-11-23;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);106
2020-11-23;Via Del Guasto;Piazza Scaravilli;194
2020-11-23;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);267
2020-11-23;Piazza Verdi;Facoltà Di Giurisprudenza;1797
2020-11-23;Facoltà Di Giurisprudenza;Palazzo Poggi;94
2020-11-23;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);1595
2020-11-23;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;1312
2020-11-24;Porta San Donato;Palazzo Poggi;282
2020-11-24;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-11-24;Via San Giacomo;Via Del Guasto;335
2020-11-24;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);234
2020-11-24;Piazza Verdi;Via Del Guasto;851
2020-11-24;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-11-24;Facoltà Di Giurisprudenza;Palazzo Poggi;116
2020-11-24;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;1364
2020-11-24;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-11-24;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;1360
2020-11-25;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);307
2020-11-25;Via San Giacomo;Porta San Donato;68
2020-11-25;Via San Giacomo;Via Del Guasto;349
2020-11-25;Via San Giacomo;Facoltà Di Giurisprudenza;327
2020-11-25;Piazza Scaravilli;Porta San Donato;345
2020-11-25;Piazza Scaravilli;Facoltà Di Giurisprudenza;108
2020-11-25;Via Del Guasto;Piazza Verdi;1455
2020-11-25;Piazza Verdi;Via San Giacomo;1190
2020-11-25;Facoltà Di Giurisprudenza;Porta San Donato;88
2020-11-25;Facoltà Di Giurisprudenza;Via San Giacomo;365
2020-11-25;Facoltà Di Giurisprudenza;Piazza Verdi;569
2020-11-26;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);236
2021-03-12;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);126
2021-03-12;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;549
2021-03-12;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;60
2021-03-13;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-03-13;Porta San Donato;Via Del Guasto;40
2021-03-13;Porta San Donato;Piazza Verdi;137
2021-03-13;Porta San Donato;Facoltà Di Giurisprudenza;111
2021-03-13;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-03-13;Via San Giacomo;Piazza Scaravilli;1012
2021-03-13;Piazza Scaravilli;Porta San Donato;197
2021-03-13;Piazza Scaravilli;Via San Giacomo;169
2021-03-13;Piazza Scaravilli;Palazzo Poggi;12
2021-03-13;Via Del Guasto;Palazzo Poggi;0
2021-03-13;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);60
2021-03-13;Piazza Verdi;Porta San Donato;123
2021-03-13;Piazza Verdi;Via Del Guasto;582
2021-03-13;Facoltà Di Giurisprudenza;Via Del Guasto;107
2021-03-13;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);1465
2021-03-14;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);113
2021-03-14;Via San Giacomo;Via Del Guasto;126
2021-03-14;Piazza Scaravilli;Porta San Donato;106
2021-03-14;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2021-03-14;Palazzo Poggi;Via San Giacomo;0
