CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
11625;19245;VIA DEL DAZIO;16;Savena;VIA DEL DAZIO;VIA DEL DAZIO;17901;17902;2020-12-24;164.0;;;;;9;;13;;44.45380770687969, 11.372539586770095;"{""coordinates"": [[11.371704803266105, 44.45419217591872], [11.371946848867157, 44.45405670769493], [11.372326978823782, 44.45390085928579], [11.372730801113454, 44.453754059951216], [11.372943870053469, 44.45366849931848], [11.373081168785841, 44.45360359903327], [11.37319723143631, 44.45350812599227], [11.373233881604945, 44.45342623230963], [11.373173236987563, 44.453327275743966]], ""type"": ""LineString""}";1206875
11681;42700;VIA DEGLI ORTOLANI;16;Savena;VIA DEGLI ORTOLANI;VIA MILANO;6699;17927;2004-07-07;191.0;12;;16;;33;;43;;44.47435861768236, 11.381050112007681;"{""coordinates"": [[11.379993195773812, 44.474765894387126], [11.38008082932438, 44.474732441111016], [11.380594135128415, 44.474531521492665], [11.381133141581683, 44.47432792985124], [11.382107305403306, 44.473952038490864]], ""type"": ""LineString""}";759143
11802;30840;VIA DEI LAPIDARI;12;Navile;VIA DELLA COOPERAZIONE;VIA DEI LAPIDARI;16567;17994;1997-03-18;150.0;18;8;24;B;17;;21;;44.53653556958472, 11.346594707315695;"{""coordinates"": [[11.346538290170553, 44.537197577341296], [11.346507552648252, 44.537111109733324], [11.346482693284395, 44.53698580141213], [11.346476312924285, 44.53687055616564], [11.346482601538849, 44.536774585981725], [11.346510267958385, 44.536654949829334], [11.346537017691311, 44.5365629342647], [11.34659859752228, 44.536428079866305], [11.346643632199918, 44.536335985473585], [11.346722391712103, 44.536146618619746], [11.34680140748128, 44.53588471305879]], ""type"": ""LineString""}";759159
11804;30840;VIA DEI LAPIDARI;12;Navile;VIA DEI LAPIDARI;VIA DEI LAPIDARI;17994;17995;2022-03-02;179.0;18;3;18;5;;;;;44.53698098259931, 11.347613914858496;"{""coordinates"": [[11.346538290170553, 44.537197577341296], [11.347187608618023, 44.53704328426671], [11.347366771230853, 44.53705712808914], [11.348688728584376, 44.53674937235369]], ""type"": ""LineString""}";759159
5956;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;13729;13725;1997-05-12;72.0;22;3;22;4B;;;;;44.518044312779395, 11.293196211354937;"{""coordinates"": [[11.29361639614855, 44.517929020555954], [11.292776026561324, 44.51815960500284]], ""type"": ""LineString""}";759273
5884;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA FRATELLI PINARDI;10742;13661;1997-05-06;97.0;186;;186;A;203;;203;;44.53435452839636, 11.354466035189166;"{""coordinates"": [[11.354560532429291, 44.5347857336808], [11.354512958505845, 44.534620330203055], [11.354479123290862, 44.53447101893018], [11.354445610832268, 44.534281630722624], [11.35442652520509, 44.53412540734693], [11.35439719966339, 44.53391810774598]], ""type"": ""LineString""}";759397
5888;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;13661;15455;1997-05-06;84.0;;;;;195;A;201;2A;44.53387180061729, 11.3549212038075;"{""coordinates"": [[11.35439719966339, 44.53391810774598], [11.35544520795161, 44.53382549348859]], ""type"": ""LineString""}";759397
5890;55180;VIA ARTURO SOLARI;12;Navile;VIA MICHELE GORTANI;VIA ARTURO SOLARI;13674;11117;1997-05-06;28.0;4;;4;;;;;;44.54091973468991, 11.358117757603086;"{""coordinates"": [[11.358238963152504, 44.54101213540948], [11.35799655205367, 44.540827333970334]], ""type"": ""LineString""}";758879
5891;55180;VIA ARTURO SOLARI;12;Navile;VIA ARTURO SOLARI;VIA GIUSEPPE MALAGOLI;13672;13673;1997-05-06;69.0;12;;16;B;31;;31;;44.54177317510221, 11.358664757352168;"{""coordinates"": [[11.35879324405905, 44.54206740082446], [11.358536270645285, 44.54147894937996]], ""type"": ""LineString""}";758879
6134;39800;VIA BRUNO MONTERUMICI;13;Porto - Saragozza;VIA BRUNO MONTERUMICI;VIA LIBERO BERGONZONI;8790;13888;1997-05-19;162.0;36;;36;9;;;;;44.502977007631955, 11.308801557668437;"{""coordinates"": [[11.309250205668915, 44.50363202678588], [11.308352909667956, 44.50232198847804]], ""type"": ""LineString""}";758962
6539;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;15103;14202;1997-06-06;62.0;260;;266;;;;;;44.549814233402856, 11.353958614342904;"{""coordinates"": [[11.35427865166973, 44.54994861357342], [11.354147092450559, 44.54989589837252], [11.354034233417089, 44.54987045309232], [11.353936807802224, 44.54984247482501], [11.35369299202079, 44.549650914566975], [11.353710311173494, 44.54961834647458]], ""type"": ""LineString""}";759397
4272;35450;VIA SANTA MARGHERITA AL COLLE;15;Santo Stefano;VIA DEI SABBIONI;VIA DEL PAGNONE;5666;5670;1991-10-21;722.0;2;;12;2;1;;9;;44.47504662561747, 11.35230018658994;"{""coordinates"": [[11.353050370115039, 44.47790589963655], [11.352950792554557, 44.47748145374635], [11.35282714931239, 44.47714204723586], [11.352729974414975, 44.47687329667642], [11.352714891543743, 44.476788370855864], [11.352712273609608, 44.47672325494164], [11.35271346904939, 44.476694818076815], [11.352838236408209, 44.47654684545568], [11.352853888348536, 44.47649831389139], [11.352855413750367, 44.47647276906277], [11.35283260844573, 44.47641218342396], [11.352784949422624, 44.47630291978635], [11.35269259531859, 44.47619000396634], [11.35260864857954, 44.476127950584264], [11.352458740341762, 44.47603992455776], [11.352209646608141, 44.47592204590599], [11.352067955173128, 44.47585166621145], [11.352018400890977, 44.47581845931575], [11.351992668587505, 44.47577981014726], [11.351968778518547, 44.4757238019984], [11.351881150982987, 44.47550692503342], [11.351803811681924, 44.47516589712095], [11.351733401838029, 44.47493408107721], [11.35171187902478, 44.474905365022735], [11.35169044181141, 44.47487846572773], [11.35160195243447, 44.47481530782578], [11.351239500750145, 44.47461439942205], [11.351171480194656, 44.47456841968668], [11.351137171144028, 44.474538148344564], [11.35111550241795, 44.47450578912376], [11.351106559918687, 44.47447316779206], [11.351112868763602, 44.47444023234546], [11.35112194721584, 44.47441270443984], [11.351136406692413, 44.474392366822116], [11.351154349303911, 44.47437328984932], [11.35209697913486, 44.47377826240916], [11.35245305997596, 44.473566115583935], [11.35253814811422, 44.47348869514154], [11.352775958267793, 44.47326327505113], [11.35312674792364, 44.47293529953231], [11.353178381366527, 44.47289049148242], [11.353250085973587, 44.47283798653833], [11.353517710588761, 44.472657512485505]], ""type"": ""LineString""}";760294
4280;37870;VIA FRANCESCO SAVERIO MERCADANTE;16;Savena;VIA TOMASO ALBINONI;PIAZZA CADUTI DI SAN RUFFILLO;5705;5706;1991-10-21;86.0;;;;;1;;1;;44.46485747789108, 11.373308408229894;"{""coordinates"": [[11.373422234733116, 44.4652343301103], [11.373321780490107, 44.464939503263906], [11.373271806464958, 44.464789640329265], [11.373235875182507, 44.464661496830125], [11.373239397712648, 44.46457938272081], [11.373260931674968, 44.46452820526671], [11.373293566067058, 44.46448602471307]], ""type"": ""LineString""}";759594
